username,name,status,first_seen,last_seen,removed_at,stints,current_category,baseline_2023_07_30
cemiuiler,HyperCeiler | Chat,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
Clanguagezh,C语言中文交流,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
CNderivatives,期货与期权📈📉📊 Derivatives,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
cnphotog,[税100%] 摄影,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
coder_ot,Coder Offtopic 中文群,present,2024-09-30 14:29,2026-08-28 16:00,,1,技术开发,
cosplaysharegroup,動漫遊戲Cosplay群組,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
DHDAXCW,"X86,ARM,NAS研究群",removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
dockertutorial,Docker,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
DocOfCard,卡粉群临时群,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
douban_discuss,豆瓣讨论,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
galgame,Galgame同好会,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
GolangCN,Go,present,2024-09-30 14:29,2026-08-28 16:00,,1,技术开发,
googlevoice,Google Voice交流群,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
goV2EX,V2EX后花园v2.0,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
gpt_user,ChatGPT AI,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
group_shouliumeiyizhifuyou,收留每一只蜉蝣官方群,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
ham002,业余无线电爱好者HAM|中继查询,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
hengjiazhihui,亨嘉之会 | 二次元美图仓库 🅥,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
hezu1,[合租社群]Netflix|YouTube|Spotify|office365|Hbo|Surge|美剧|等音乐影视聊天机场电影盒子软路由,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
homelab520,恩山论坛用户,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
jianjiaoQUN,🌸 𝑿𝒊𝒖𝒆𝒓の软件分享𝑮𝒓𝒐𝒖𝒑,present,2024-09-30 14:29,2026-08-28 16:00,,1,资源分享,
jichang_user,机场交流群 | 吃瓜群众,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
kejiquchat,科技&趣闻,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
KernelSU_group,KernelSU Group,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
KinhDownChat,KinhDown 加速⚡️永无止境⚡️,present,2024-09-30 14:29,2026-08-28 16:00,,1,软件社群,
lajilao,图拉丁,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
LdFriend,LD收藏夹交流,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
lilydeyaa,Lily的聊天室,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
Liyuxuanxue,国学 玄学 风水,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
Loon0x00,Loon-0x00,present,2024-09-30 14:29,2026-08-28 16:00,,1,软件社群,
loopdns,LoopDNS Plan,present,2024-09-30 14:29,2026-08-28 16:00,,1,数码社群,
loveapps,Surge 交流,present,2024-09-30 14:29,2026-08-28 16:00,,1,软件社群,
MaoYingShi,TVBox 野生接口群,present,2024-09-30 14:29,2026-08-28 16:00,,1,影音资源,
MEME981211,柠萌 讨论群,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
MFJD99,冠希交流群,removed,2024-09-30 14:29,2025-02-05 08:10,2025-02-05 15:12,1,,
mio_house,梓澪の妙妙屋,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
MoeMeta,Moe Team,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
nagram_group,N(a|nn)gram,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
nasfan,Synology/黑群晖用户群,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
nekopara,虚数学区,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
netflixchina,NF讨论群,present,2024-09-30 14:29,2026-08-28 16:00,,1,影音资源,
NewlearnerGroup,NewlearnerのIT社群,present,2024-09-30 14:29,2026-08-28 16:00,,1,数码社群,
Notionso,Notion 中文社区,present,2024-09-30 14:29,2026-08-28 16:00,,1,软件社群,
OnlineAppleUserGroup,库克的后厨,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
open_source_community,Open Source Community,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
P_Y_T_H_O_N,python自学交流,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
pan_icu,《内核恐慌》听众群,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
paoluqun,外语学习跑路群,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
pdcn3,老毛子Padavan固件,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
plus8889,彭于晏iOS讨论交流群,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
pythonzh,Python 中文交流群,present,2024-09-30 14:29,2026-08-28 16:00,,1,技术开发,
QingjuACG_Chat,青桔ACG,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
QuanXApp,Quantumult X,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
ReadfineChat,[好读] ReadFine交流总群,removed,2024-09-30 14:29,2025-02-05 08:10,2025-02-05 15:12,1,,
RhineDiscussionRoom,莱茵讨论室,present,2024-09-30 14:29,2026-08-28 16:00,,1,游戏,
Riocoolapk,CoolApk World,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
ruanlu,RouterGroup|软路由|硬路由,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
samsung_cn,三星手机交流,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
se_talk,SE-索引社群,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
shadiaoo,沙雕根据地,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
shaodiaotu_chat,jio下的小地雷,removed,2024-09-30 14:29,2025-02-05 08:10,2025-02-05 15:12,1,,
sharing_books4u,电子书/听书/期刊杂志/课程分享,present,2024-09-30 14:29,2026-08-28 16:00,,1,小说阅读,
shufm,读舍-享受阅读时光,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
shumeipai,树莓派Raspberry Pi,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
shumozyfx,书墨资源分享交流群,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
simfans,全球Sim卡爱好者交流群,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
tgcnx,Telegram 中文社群 🅥,present,2024-09-30 14:29,2026-08-28 16:00,,1,中文社群,
tsukigroup,夏tsuki的回收站,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
ubuntuzh,Ubuntu 中文,present,2024-09-30 14:29,2026-08-28 16:00,,1,技术开发,
UniversityAlliance_Info,UAinfo,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
V2EXPro,V2EX 交流群,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
vGiJ3ukDAa80ZDhl,小黎涩涩交流群,removed,2024-09-30 14:29,2025-04-26 13:07,2025-04-26 15:59,1,,
vpschat,全球主机交流中心,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
vpsxinhaoqi,VPS信号旗技术讨论组,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
Waikan2023,杂志｜考研｜考公｜互助群,present,2024-09-30 14:29,2026-08-28 16:00,,1,小说阅读,
WeiyouTuwu1,未由土屋,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
wikipedia_zh_n,wikipedia-zh,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
wolfgang88,TG小树屋｜Chat,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
xiafengforever,夏风讨论组,removed,2024-09-30 14:29,2025-04-26 13:07,2025-04-26 15:59,1,,
xiaomi6666,小米玩机交流群,present,2024-09-30 14:29,2026-08-28 16:00,,1,兴趣社群,
xinjingdailychatroom,心惊报根据地,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
xpyanjiusuo1,以涩图之名,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
ycq_777,浥轻尘の破解库交流群组,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
Yiology,易学论道|科学变化,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
youyousharegroup,油油资源分享chat,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
yppshare,🎬 阿里云盘交流群 💾,present,2024-09-30 14:29,2026-08-28 16:00,,1,影音资源,
yummy_best,Yummy's Small Talk,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
ywtrzm,亿万同人唯一指定官方群,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
zaihuachat,茶馆の在花,removed,2024-09-30 14:29,2026-07-08 03:19,2026-07-15 00:07,1,,
Oscar_4Kmovies,,removed,2024-10-02 13:46,2026-08-18 08:50,2026-08-21 16:00,1,,
XiangxiuNB,肯德基4K影视发布频道,removed,2024-10-02 13:46,2025-08-22 01:52,2025-08-28 18:42,1,,
aiso,aiso中文搜索🔍,present,2024-11-04 10:40,2026-08-28 16:00,,1,,
GVsPbot,GVsPbot 群管机器人(多语言版）,removed,2024-11-04 10:42,2026-07-08 03:19,2026-07-15 00:07,1,,
BuseChannels,不涩!超美丽二次元插画,present,2024-12-22 16:31,2026-08-28 16:00,,1,壁纸图片,
ddm1024,叮当猫iOS资源脚本分享频道,removed,2024-12-22 16:31,2025-02-05 08:10,2025-02-05 15:12,1,,
tossichannel,折腾搞机频道,removed,2024-12-22 16:31,2025-02-06 14:04,2025-02-09 11:07,1,,
txwl666,资源分享:软件|网站|开源,present,2024-12-22 16:31,2026-08-28 16:00,,1,资源分享,
zaihuanews,科技圈 在花频道,removed,2024-12-22 16:31,2026-07-08 03:19,2026-07-15 00:07,1,,
zh_secretary,SE-索引公告板,removed,2024-12-22 16:31,2026-07-08 03:19,2026-07-15 00:07,1,,
rocCHL,XP Digital Lab,present,2025-01-31 13:11,2026-08-28 16:00,,1,资讯新闻,
FreeEmbyGuide,Emby公益不完全指北,present,2025-02-04 02:15,2026-08-28 16:00,,1,资源分享,
wxbyg,微信搬运工,present,2025-02-04 02:15,2026-08-28 16:00,,1,博客杂谈,
afoolrobot,阿福,removed,2025-02-05 15:12,2026-07-08 03:19,2026-07-15 00:07,1,,
AliYunPanBot,阿里云盘资源 Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
aliyunshare_bot,阿里云盘搜索机器人🤖️,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
AntiChannelSpammersBot,反频道马甲 Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
apkdl_bot,APK Downloader,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
atri_bili_bot,羽衣,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
autodeletead_bot,ClawBot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
BotFather,BotFather,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
capoo_lottery_bot,咖波抽奖助手,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
Captchat_Bot,CaptchatBot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
chelpbot,Channel Help,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
CleaningToolboxBot,Cleaning Toolbox,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
cnLottery_bot,Telegram 抽奖助手,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
combot,Combot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
CopilotOfficialBot,Microsoft Copilot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
CorsaBot,InstantViewBot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
ddm1023,叮当猫iOS资源脚本分享频道,removed,2025-02-05 15:12,2026-07-08 03:19,2026-07-15 00:07,1,,
discussbot,DiscussBot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
DropmailBot,DropMail.me,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
EmojiTitleBot,EmojiTitleBot | Text from Emojis,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
fangzhang_bot,方丈机器人,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
fanyi_bot,翻译,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
feiyu123,飞鱼资源分享|冲浪指南|软件工具,present,2025-02-05 15:12,2026-08-28 16:00,,1,资源分享,
FontChangerYBot,Font Changer Bot,removed,2025-02-05 15:12,2026-07-08 03:19,2026-07-15 00:07,1,,
fragment,Fragment Auction Alerts,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
fStikBot,fStik — Sticker & Emoji Bot | Create and Search,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
getidsbot,GetIDs Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
gif_export_bot,GIF Export Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
GitHubBot,GitHub,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
GLBetabot,妙妙小工具Beta,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
GmailBot,Gmail Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
GroupHelpBot,Group Help,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
http_code_402_bot,Lottery Bot v[?],present,2025-02-05 15:12,2026-08-28 16:00,,1,,
imdb,IMDb,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
join_captcha_bot,The Join Captcha Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
KeDuckBot,呆呆兽,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
KimmyXYC_Approve_By_Poll_bot,Approve By Poll,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
KinhRoBot,KinhRoBot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
kmuav2bot,ｋｍｕａ,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
KTagbot,贴纸收藏夹,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
KyDownloaderBot,AI在线解析总结视频,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
KYLotteryBot,🎁 抽奖机器人,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
libsan_bot,Libsan | کتابخانه هوشمند,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
like,LikeBot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
littleb_gptBOT,littleb_gptBOT,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
LivegramBot,Livegram Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
Lottery8Bot,抽奖机器人,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
mine_sweeper_bot,Minesweeper,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
MissRose_bot,Rose,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
ModularBot,ModularBot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
msg_get_bot,电报消息提取器(支持私人/公开频道/群组),present,2025-02-05 15:12,2026-08-28 16:00,,1,,
MTProxybot,MTProxy Admin Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
music_v1bot,音乐下载 Music Download Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
newfileconverterbot,File Converter,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
nmnmfunbot,nmBot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
octocatbbot,Github Repo Downloader,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
pixiv_bot,Pixiv,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
policr_mini_bot,Policr Mini (控制台版),present,2025-02-05 15:12,2026-08-28 16:00,,1,,
PostBot,Post Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
PremiumBot,Premium Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
previews,Previews,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
QuotLyBot,QuotLy,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
ReactBot,React Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
RenamersFilesBot,"ReNamers | Remove background | ZIP, RAR, Instagram, TikTok",present,2025-02-05 15:12,2026-08-28 16:00,,1,,
rssflowbot,flowerss,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
RSSWBot,RSS屋,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
RustRssBot,RSSBot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
scihubot,Sci-Hub,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
sosdbot,🔍搜书神器 v2,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
sotv,一起搜电影,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
soutubot,对对对 我就是搜图bot酱 色图发我 | 新频道 @Soutubot_Ch,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
SpamBot,Spam Info Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
Sticker2GIFBot,Sticker To GIF,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
Stickerdownloadbot,Sticker Downloader,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
StickerResizerBot,Stickers Resizer,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
Stickers,Stickers,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
stickerset2packbot,StickerSetBot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
Telegraph,Telegraph,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
telemetr_io_bot,Telemetrio,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
TempMail_org_bot,Temp Mail ✉️ Official Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
tg_analytics_bot,Telegram Analytics Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
TGStat_Bot,TGStat Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
TGwikiAppBot,TGwiki小程序版,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
TranslateBot,Google Translate,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
transparency,Transparency Reports,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
twitter_loli_bot,twitter_loli_bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
twittervid_bot,Twitter (𝕏) Media Downloader دانلود از توییتر (ایکس),present,2025-02-05 15:12,2026-08-28 16:00,,1,,
uploadbot,URL Uploader,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
username_bot,Username Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
utubebot,utubebot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
VerifyBot,Verify Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
vid,Video Search for YouTube,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
Vkmusic_bot,VK Music Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
VmomoVBot,Let's Music,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
wallet,Wallet,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
WatchdogVerifyBot,Telegram Watchdog,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
web2album_bot,Web to Album,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
WebpageBot,Webpage Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
WeGroupRobot,We Group Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
XiaoCaiLotteryBot,抽奖机器人,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
YTDownBot,Pat Bot,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
YTranslateBot,Yandex Translate,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
ZUOLUOTV_AI_BOT,查特皮皮鸡,present,2025-02-05 15:12,2026-08-28 16:00,,1,,
pornographic_animation,里番文化遗产工程：索引,removed,2025-02-05 16:00,2026-07-08 03:19,2026-07-15 00:07,1,,
lihaiba,LIHAI 分享,present,2025-02-06 14:04,2026-08-28 16:00,,1,资源分享,
KitKot_TV,KitKot电影频道,removed,2025-02-15 06:18,2025-04-15 01:51,2025-04-16 13:15,1,,
aipojujlb,热门游戏资源,removed,2025-02-16 11:22,2026-07-08 03:19,2026-07-15 00:07,1,,
CGSFW,(ゲームCG)一个兴趣使然的PC壁纸频道,present,2025-02-16 11:22,2026-08-28 16:00,,1,壁纸图片,
COSYiMi,Coser展馆,removed,2025-02-16 11:22,2026-07-08 03:19,2026-07-15 00:07,1,,
dayuyud,一起钓大鱼,removed,2025-02-16 11:22,2025-04-26 15:59,2025-04-26 16:05,1,,
HY_QingYan,陌上花开轻烟阁,removed,2025-02-16 11:22,2026-07-08 03:19,2026-07-15 00:07,1,,
steampj,电脑单机游戏破解/Steam/CODEX/RUNE/每日游戏更新,present,2025-02-16 11:22,2026-08-28 16:00,,1,游戏软件,
steamsteam,Steam快讯,present,2025-02-16 11:22,2026-08-28 16:00,,1,资讯新闻,
xiangli11,小黎画师分享,removed,2025-02-16 11:22,2025-04-26 15:59,2025-04-26 16:05,1,,
YunRan1314,[NSFW]韵の小院,removed,2025-02-16 11:22,2025-04-26 15:59,2025-04-26 16:05,1,,
yuyeweimian,『雨夜凉亭』ACG频道,removed,2025-02-16 11:22,2025-05-03 14:07,2025-05-03 15:18,1,,
Mp4Post,影视讯息发布 | 在线电影 电视剧 剧集 动漫 漫威宇宙 DC宇宙,present,2025-04-16 13:15,2026-08-28 16:00,,2,影音资源,
acg_meme,美图与沙雕,present,2025-04-16 13:46,2026-08-28 16:00,,1,搞笑趣味,
hannelhalls,频道藏馆,removed,2025-04-24 16:27,2025-04-26 16:05,2025-04-26 16:09,1,,
banxiaqwq,半半半半半夏,removed,2025-04-26 15:59,2026-07-08 03:19,2026-07-15 00:07,1,,
dayuyufuhuo,一起钓大鱼,removed,2025-04-26 16:05,2026-07-08 03:19,2026-07-15 00:07,1,,
eroBanXia,黄油 精品黄油,removed,2025-04-26 16:05,2026-07-08 03:19,2026-07-15 00:07,1,,
xianli202505,小黎画师分享,removed,2025-04-26 16:05,2026-07-08 03:19,2026-07-15 00:07,1,,
YunRan233,韵の小院,removed,2025-04-26 16:05,2026-07-08 03:19,2026-07-15 00:07,1,,
channelhalls,频道藏馆,present,2025-04-26 16:09,2026-08-28 16:00,,1,导航索引,
FanRenXiuXianZhuan_TRJ,凡人修仙传【影视/国产动漫】韩立-南宫婉,present,2025-08-28 18:42,2026-08-28 16:00,,1,影音资源,
XiangxiuNBB,,removed,2025-08-28 18:42,2026-08-18 08:50,2026-08-21 16:00,1,,
duteba,独特吧,removed,2026-06-07 02:10,2026-07-08 03:19,2026-07-15 00:07,1,,
amiaoapp,APP喵-阿喵科技资源共享,removed,2026-06-14 17:53,2026-07-08 03:19,2026-07-15 00:07,1,,
aa28413761,广告必须死,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,
aboutrss,ALL About RSS,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,
abskoop,ahhhhfs｜A姐分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,
acg_arts,ACG~青春动漫画廊 REBORN！二次元美壁纸、美图～,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,
acgdaily,2.5次元日常 🍉,present,2026-07-15 00:07,2026-08-28 16:00,,1,搞笑趣味,
achansp,Naruto 频道推荐 👍👍👍,present,2026-07-15 00:07,2026-08-28 16:00,,1,导航索引,
acwiki,Ac-Wiki | 真·青年大学习,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,
adclose,AdClose Official,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,
addlist_x,Telegram 分组共享,present,2026-07-15 00:07,2026-08-28 16:00,,1,导航索引,
aestheticctv,审美TV,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,
afengye,枫叶の破解软件频道,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,
ai_copilot_channel,AI Copilot,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,
ai_news_cn,ChatGPT / AI新闻聚合,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,
aigc1024,AI探索指南,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,
aiqing,#推特食堂,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,
airport_cn,离港一二线机场收录&测评|配置🅥,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,
alist_chat,Alist使用交流,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件社群,
allmist,大雾弥漫,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,
android_mod_featured,安卓精选 | 破解软件,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件综合,
animecuteth,Anime Cute Theme,present,2026-07-15 00:07,2026-08-28 16:00,,1,电报入门,
animercn,AnimerCN Library 中文动漫库,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,
anxreaderdiscussion,Anx Discussion,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件社群,
apod_hans,NASA每日天文图片 APOD,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,
app_snitch,AppSnitch · 器,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,
appdopic,APPDO的互联网记忆,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,
appinnfeed,Appinn Feed｜小众软件,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件综合,
applenuts, Apple Nuts,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,
apppie,AppPie,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,
appssweepstakesnews,Apps推荐&抽奖&活动,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,
asiacutegirls,亚洲美女 Asia Girls,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,
atreehole,树洞,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,
audiobook_pd,每天听本书 Chat,present,2026-07-15 00:07,2026-08-28 16:00,,1,小说阅读,
author_1024_day,author_1024_day,present,2026-07-15 00:07,2026-08-28 16:00,,1,主机vps,
awavenueadsrule,AWAvenue Ads Rule,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件综合,
awesomechatgpt,ChatGPT 精选,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,
awesomediygod,一起偷偷观察 DIYgod,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,
